
==================================================================
TEST QUERY: SELECT * FROM huge_users JOIN huge_transactions ON huge_users.id = huge_transactions.user_id
------------------------------------------------------------------
Optimizer is processing heuristics and DP...

OPTIMAL PHYSICAL PLAN (Tree):

JOIN SEQUENCE (Order of Operations):
  Join 1: [huge_transactions] X [huge_users] ON huge_transactions.user_id = huge_users.id (MergeJoin)

Estimated Cost: 3000
Resulting Tuple Size: 500000
Best Algorithm Selected: Merge

--- EXECUTION ENGINE RESULTS ---
huge_transactions.amount	huge_transactions.tx_id	huge_transactions.user_id	huge_users.id	huge_users.region	
130	23520	23521	23521	Region21	
131	23521	23522	23522	Region22	
132	23522	23523	23523	Region23	
133	23523	23524	23524	Region24	
134	23524	23525	23525	Region25	
135	23525	23526	23526	Region26	
136	23526	23527	23527	Region27	
137	23527	23528	23528	Region28	
138	23528	23529	23529	Region29	
139	23529	23530	23530	Region30	
140	23530	23531	23531	Region31	
141	23531	23532	23532	Region32	
142	23532	23533	23533	Region33	
143	23533	23534	23534	Region34	
144	23534	23535	23535	Region35	
145	23535	23536	23536	Region36	
146	23536	23537	23537	Region37	
147	23537	23538	23538	Region38	
148	23538	23539	23539	Region39	
149	23539	23540	23540	Region40	
150	23540	23541	23541	Region41	
151	23541	23542	23542	Region42	
152	23542	23543	23543	Region43	
153	23543	23544	23544	Region44	
154	23544	23545	23545	Region45	
155	23545	23546	23546	Region46	
156	23546	23547	23547	Region47	
157	23547	23548	23548	Region48	
158	23548	23549	23549	Region49	
159	23549	23550	23550	Region0	
160	23550	23551	23551	Region1	
161	23551	23552	23552	Region2	
162	23552	23553	23553	Region3	
163	23553	23554	23554	Region4	
164	23554	23555	23555	Region5	
165	23555	23556	23556	Region6	
166	23556	23557	23557	Region7	
167	23557	23558	23558	Region8	
168	23558	23559	23559	Region9	
169	23559	23560	23560	Region10	
170	23560	23561	23561	Region11	
171	23561	23562	23562	Region12	
172	23562	23563	23563	Region13	
173	23563	23564	23564	Region14	
174	23564	23565	23565	Region15	
175	23565	23566	23566	Region16	
176	23566	23567	23567	Region17	
177	23567	23568	23568	Region18	
178	23568	23569	23569	Region19	
179	23569	23570	23570	Region20	
180	23570	23571	23571	Region21	
181	23571	23572	23572	Region22	
182	23572	23573	23573	Region23	
183	23573	23574	23574	Region24	
184	23574	23575	23575	Region25	
185	23575	23576	23576	Region26	
186	23576	23577	23577	Region27	
187	23577	23578	23578	Region28	
188	23578	23579	23579	Region29	
189	23579	23580	23580	Region30	
190	23580	23581	23581	Region31	
191	23581	23582	23582	Region32	
192	23582	23583	23583	Region33	
193	23583	23584	23584	Region34	
194	23584	23585	23585	Region35	
195	23585	23586	23586	Region36	
196	23586	23587	23587	Region37	
197	23587	23588	23588	Region38	
198	23588	23589	23589	Region39	
199	23589	23590	23590	Region40	
200	23590	23591	23591	Region41	
201	23591	23592	23592	Region42	
202	23592	23593	23593	Region43	
203	23593	23594	23594	Region44	
204	23594	23595	23595	Region45	
205	23595	23596	23596	Region46	
206	23596	23597	23597	Region47	
207	23597	23598	23598	Region48	
208	23598	23599	23599	Region49	
209	23599	23600	23600	Region0	
210	23600	23601	23601	Region1	
211	23601	23602	23602	Region2	
212	23602	23603	23603	Region3	
213	23603	23604	23604	Region4	
214	23604	23605	23605	Region5	
215	23605	23606	23606	Region6	
216	23606	23607	23607	Region7	
217	23607	23608	23608	Region8	
218	23608	23609	23609	Region9	
219	23609	23610	23610	Region10	
220	23610	23611	23611	Region11	
221	23611	23612	23612	Region12	
222	23612	23613	23613	Region13	
223	23613	23614	23614	Region14	
224	23614	23615	23615	Region15	
225	23615	23616	23616	Region16	
226	23616	23617	23617	Region17	
227	23617	23618	23618	Region18	
228	23618	23619	23619	Region19	
229	23619	23620	23620	Region20	
230	23620	23621	23621	Region21	
231	23621	23622	23622	Region22	
232	23622	23623	23623	Region23	
233	23623	23624	23624	Region24	
234	23624	23625	23625	Region25	
235	23625	23626	23626	Region26	
236	23626	23627	23627	Region27	
237	23627	23628	23628	Region28	
238	23628	23629	23629	Region29	
239	23629	23630	23630	Region30	
240	23630	23631	23631	Region31	
241	23631	23632	23632	Region32	
242	23632	23633	23633	Region33	
243	23633	23634	23634	Region34	
244	23634	23635	23635	Region35	
245	23635	23636	23636	Region36	
246	23636	23637	23637	Region37	
247	23637	23638	23638	Region38	
248	23638	23639	23639	Region39	
249	23639	23640	23640	Region40	
250	23640	23641	23641	Region41	
251	23641	23642	23642	Region42	
252	23642	23643	23643	Region43	
253	23643	23644	23644	Region44	
254	23644	23645	23645	Region45	
255	23645	23646	23646	Region46	
256	23646	23647	23647	Region47	
257	23647	23648	23648	Region48	
258	23648	23649	23649	Region49	
259	23649	23650	23650	Region0	
260	23650	23651	23651	Region1	
261	23651	23652	23652	Region2	
262	23652	23653	23653	Region3	
263	23653	23654	23654	Region4	
264	23654	23655	23655	Region5	
265	23655	23656	23656	Region6	
266	23656	23657	23657	Region7	
267	23657	23658	23658	Region8	
268	23658	23659	23659	Region9	
269	23659	23660	23660	Region10	
270	23660	23661	23661	Region11	
271	23661	23662	23662	Region12	
272	23662	23663	23663	Region13	
273	23663	23664	23664	Region14	
274	23664	23665	23665	Region15	
275	23665	23666	23666	Region16	
276	23666	23667	23667	Region17	
277	23667	23668	23668	Region18	
278	23668	23669	23669	Region19	
279	23669	23670	23670	Region20	
280	23670	23671	23671	Region21	
281	23671	23672	23672	Region22	
282	23672	23673	23673	Region23	
283	23673	23674	23674	Region24	
284	23674	23675	23675	Region25	
285	23675	23676	23676	Region26	
286	23676	23677	23677	Region27	
287	23677	23678	23678	Region28	
288	23678	23679	23679	Region29	
289	23679	23680	23680	Region30	
290	23680	23681	23681	Region31	
291	23681	23682	23682	Region32	
292	23682	23683	23683	Region33	
293	23683	23684	23684	Region34	
294	23684	23685	23685	Region35	
295	23685	23686	23686	Region36	
296	23686	23687	23687	Region37	
297	23687	23688	23688	Region38	
298	23688	23689	23689	Region39	
299	23689	23690	23690	Region40	
300	23690	23691	23691	Region41	
301	23691	23692	23692	Region42	
302	23692	23693	23693	Region43	
303	23693	23694	23694	Region44	
304	23694	23695	23695	Region45	
305	23695	23696	23696	Region46	
306	23696	23697	23697	Region47	
307	23697	23698	23698	Region48	
308	23698	23699	23699	Region49	
309	23699	23700	23700	Region0	
310	23700	23701	23701	Region1	
311	23701	23702	23702	Region2	
312	23702	23703	23703	Region3	
313	23703	23704	23704	Region4	
314	23704	23705	23705	Region5	
315	23705	23706	23706	Region6	
316	23706	23707	23707	Region7	
317	23707	23708	23708	Region8	
318	23708	23709	23709	Region9	
319	23709	23710	23710	Region10	
320	23710	23711	23711	Region11	
321	23711	23712	23712	Region12	
322	23712	23713	23713	Region13	
323	23713	23714	23714	Region14	
324	23714	23715	23715	Region15	
325	23715	23716	23716	Region16	
326	23716	23717	23717	Region17	
327	23717	23718	23718	Region18	
328	23718	23719	23719	Region19	
329	23719	23720	23720	Region20	
330	23720	23721	23721	Region21	
331	23721	23722	23722	Region22	
332	23722	23723	23723	Region23	
333	23723	23724	23724	Region24	
334	23724	23725	23725	Region25	
335	23725	23726	23726	Region26	
336	23726	23727	23727	Region27	
337	23727	23728	23728	Region28	
338	23728	23729	23729	Region29	
339	23729	23730	23730	Region30	
340	23730	23731	23731	Region31	
341	23731	23732	23732	Region32	
342	23732	23733	23733	Region33	
343	23733	23734	23734	Region34	
344	23734	23735	23735	Region35	
345	23735	23736	23736	Region36	
346	23736	23737	23737	Region37	
347	23737	23738	23738	Region38	
348	23738	23739	23739	Region39	
349	23739	23740	23740	Region40	
350	23740	23741	23741	Region41	
351	23741	23742	23742	Region42	
352	23742	23743	23743	Region43	
353	23743	23744	23744	Region44	
354	23744	23745	23745	Region45	
355	23745	23746	23746	Region46	
356	23746	23747	23747	Region47	
357	23747	23748	23748	Region48	
358	23748	23749	23749	Region49	
359	23749	23750	23750	Region0	
360	23750	23751	23751	Region1	
361	23751	23752	23752	Region2	
362	23752	23753	23753	Region3	
363	23753	23754	23754	Region4	
364	23754	23755	23755	Region5	
365	23755	23756	23756	Region6	
366	23756	23757	23757	Region7	
367	23757	23758	23758	Region8	
368	23758	23759	23759	Region9	
369	23759	23760	23760	Region10	
370	23760	23761	23761	Region11	
371	23761	23762	23762	Region12	
372	23762	23763	23763	Region13	
373	23763	23764	23764	Region14	
374	23764	23765	23765	Region15	
375	23765	23766	23766	Region16	
376	23766	23767	23767	Region17	
377	23767	23768	23768	Region18	
378	23768	23769	23769	Region19	
379	23769	23770	23770	Region20	
380	23770	23771	23771	Region21	
381	23771	23772	23772	Region22	
382	23772	23773	23773	Region23	
383	23773	23774	23774	Region24	
384	23774	23775	23775	Region25	
385	23775	23776	23776	Region26	
386	23776	23777	23777	Region27	
387	23777	23778	23778	Region28	
388	23778	23779	23779	Region29	
389	23779	23780	23780	Region30	
390	23780	23781	23781	Region31	
391	23781	23782	23782	Region32	
392	23782	23783	23783	Region33	
393	23783	23784	23784	Region34	
394	23784	23785	23785	Region35	
395	23785	23786	23786	Region36	
396	23786	23787	23787	Region37	
397	23787	23788	23788	Region38	
398	23788	23789	23789	Region39	
399	23789	23790	23790	Region40	
400	23790	23791	23791	Region41	
401	23791	23792	23792	Region42	
402	23792	23793	23793	Region43	
403	23793	23794	23794	Region44	
404	23794	23795	23795	Region45	
405	23795	23796	23796	Region46	
406	23796	23797	23797	Region47	
407	23797	23798	23798	Region48	
408	23798	23799	23799	Region49	
409	23799	23800	23800	Region0	
410	23800	23801	23801	Region1	
411	23801	23802	23802	Region2	
412	23802	23803	23803	Region3	
413	23803	23804	23804	Region4	
414	23804	23805	23805	Region5	
415	23805	23806	23806	Region6	
416	23806	23807	23807	Region7	
417	23807	23808	23808	Region8	
418	23808	23809	23809	Region9	
419	23809	23810	23810	Region10	
420	23810	23811	23811	Region11	
421	23811	23812	23812	Region12	
422	23812	23813	23813	Region13	
423	23813	23814	23814	Region14	
424	23814	23815	23815	Region15	
425	23815	23816	23816	Region16	
426	23816	23817	23817	Region17	
427	23817	23818	23818	Region18	
428	23818	23819	23819	Region19	
429	23819	23820	23820	Region20	
430	23820	23821	23821	Region21	
431	23821	23822	23822	Region22	
432	23822	23823	23823	Region23	
433	23823	23824	23824	Region24	
434	23824	23825	23825	Region25	
435	23825	23826	23826	Region26	
436	23826	23827	23827	Region27	
437	23827	23828	23828	Region28	
438	23828	23829	23829	Region29	
439	23829	23830	23830	Region30	
440	23830	23831	23831	Region31	
441	23831	23832	23832	Region32	
442	23832	23833	23833	Region33	
443	23833	23834	23834	Region34	
444	23834	23835	23835	Region35	
445	23835	23836	23836	Region36	
446	23836	23837	23837	Region37	
447	23837	23838	23838	Region38	
448	23838	23839	23839	Region39	
449	23839	23840	23840	Region40	
450	23840	23841	23841	Region41	
451	23841	23842	23842	Region42	
452	23842	23843	23843	Region43	
453	23843	23844	23844	Region44	
454	23844	23845	23845	Region45	
455	23845	23846	23846	Region46	
456	23846	23847	23847	Region47	
457	23847	23848	23848	Region48	
458	23848	23849	23849	Region49	
459	23849	23850	23850	Region0	
460	23850	23851	23851	Region1	
461	23851	23852	23852	Region2	
462	23852	23853	23853	Region3	
463	23853	23854	23854	Region4	
464	23854	23855	23855	Region5	
465	23855	23856	23856	Region6	
466	23856	23857	23857	Region7	
467	23857	23858	23858	Region8	
468	23858	23859	23859	Region9	
469	23859	23860	23860	Region10	
470	23860	23861	23861	Region11	
471	23861	23862	23862	Region12	
472	23862	23863	23863	Region13	
473	23863	23864	23864	Region14	
474	23864	23865	23865	Region15	
475	23865	23866	23866	Region16	
476	23866	23867	23867	Region17	
477	23867	23868	23868	Region18	
478	23868	23869	23869	Region19	
479	23869	23870	23870	Region20	
480	23870	23871	23871	Region21	
481	23871	23872	23872	Region22	
482	23872	23873	23873	Region23	
483	23873	23874	23874	Region24	
484	23874	23875	23875	Region25	
485	23875	23876	23876	Region26	
486	23876	23877	23877	Region27	
487	23877	23878	23878	Region28	
488	23878	23879	23879	Region29	
489	23879	23880	23880	Region30	
490	23880	23881	23881	Region31	
491	23881	23882	23882	Region32	
492	23882	23883	23883	Region33	
493	23883	23884	23884	Region34	
494	23884	23885	23885	Region35	
495	23885	23886	23886	Region36	
496	23886	23887	23887	Region37	
497	23887	23888	23888	Region38	
498	23888	23889	23889	Region39	
499	23889	23890	23890	Region40	
500	23890	23891	23891	Region41	
501	23891	23892	23892	Region42	
502	23892	23893	23893	Region43	
503	23893	23894	23894	Region44	
504	23894	23895	23895	Region45	
505	23895	23896	23896	Region46	
506	23896	23897	23897	Region47	
507	23897	23898	23898	Region48	
508	23898	23899	23899	Region49	
509	23899	23900	23900	Region0	
510	23900	23901	23901	Region1	
511	23901	23902	23902	Region2	
512	23902	23903	23903	Region3	
513	23903	23904	23904	Region4	
514	23904	23905	23905	Region5	
515	23905	23906	23906	Region6	
516	23906	23907	23907	Region7	
517	23907	23908	23908	Region8	
518	23908	23909	23909	Region9	
519	23909	23910	23910	Region10	
520	23910	23911	23911	Region11	
521	23911	23912	23912	Region12	
522	23912	23913	23913	Region13	
523	23913	23914	23914	Region14	
524	23914	23915	23915	Region15	
525	23915	23916	23916	Region16	
526	23916	23917	23917	Region17	
527	23917	23918	23918	Region18	
528	23918	23919	23919	Region19	
529	23919	23920	23920	Region20	
530	23920	23921	23921	Region21	
531	23921	23922	23922	Region22	
532	23922	23923	23923	Region23	
533	23923	23924	23924	Region24	
534	23924	23925	23925	Region25	
535	23925	23926	23926	Region26	
536	23926	23927	23927	Region27	
537	23927	23928	23928	Region28	
538	23928	23929	23929	Region29	
539	23929	23930	23930	Region30	
540	23930	23931	23931	Region31	
541	23931	23932	23932	Region32	
542	23932	23933	23933	Region33	
543	23933	23934	23934	Region34	
544	23934	23935	23935	Region35	
545	23935	23936	23936	Region36	
546	23936	23937	23937	Region37	
547	23937	23938	23938	Region38	
548	23938	23939	23939	Region39	
549	23939	23940	23940	Region40	
550	23940	23941	23941	Region41	
551	23941	23942	23942	Region42	
552	23942	23943	23943	Region43	
553	23943	23944	23944	Region44	
554	23944	23945	23945	Region45	
555	23945	23946	23946	Region46	
556	23946	23947	23947	Region47	
557	23947	23948	23948	Region48	
558	23948	23949	23949	Region49	
559	23949	23950	23950	Region0	
560	23950	23951	23951	Region1	
561	23951	23952	23952	Region2	
562	23952	23953	23953	Region3	
563	23953	23954	23954	Region4	
564	23954	23955	23955	Region5	
565	23955	23956	23956	Region6	
566	23956	23957	23957	Region7	
567	23957	23958	23958	Region8	
568	23958	23959	23959	Region9	
569	23959	23960	23960	Region10	
570	23960	23961	23961	Region11	
571	23961	23962	23962	Region12	
572	23962	23963	23963	Region13	
573	23963	23964	23964	Region14	
574	23964	23965	23965	Region15	
575	23965	23966	23966	Region16	
576	23966	23967	23967	Region17	
577	23967	23968	23968	Region18	
578	23968	23969	23969	Region19	
579	23969	23970	23970	Region20	
580	23970	23971	23971	Region21	
581	23971	23972	23972	Region22	
582	23972	23973	23973	Region23	
583	23973	23974	23974	Region24	
584	23974	23975	23975	Region25	
585	23975	23976	23976	Region26	
586	23976	23977	23977	Region27	
587	23977	23978	23978	Region28	
588	23978	23979	23979	Region29	
589	23979	23980	23980	Region30	
590	23980	23981	23981	Region31	
591	23981	23982	23982	Region32	
592	23982	23983	23983	Region33	
593	23983	23984	23984	Region34	
594	23984	23985	23985	Region35	
595	23985	23986	23986	Region36	
596	23986	23987	23987	Region37	
597	23987	23988	23988	Region38	
598	23988	23989	23989	Region39	
599	23989	23990	23990	Region40	
600	23990	23991	23991	Region41	
601	23991	23992	23992	Region42	
602	23992	23993	23993	Region43	
603	23993	23994	23994	Region44	
604	23994	23995	23995	Region45	
605	23995	23996	23996	Region46	
606	23996	23997	23997	Region47	
607	23997	23998	23998	Region48	
608	23998	23999	23999	Region49	
609	23999	24000	24000	Region0	
610	24000	24001	24001	Region1	
611	24001	24002	24002	Region2	
612	24002	24003	24003	Region3	
613	24003	24004	24004	Region4	
614	24004	24005	24005	Region5	
615	24005	24006	24006	Region6	
616	24006	24007	24007	Region7	
617	24007	24008	24008	Region8	
618	24008	24009	24009	Region9	
619	24009	24010	24010	Region10	
620	24010	24011	24011	Region11	
621	24011	24012	24012	Region12	
622	24012	24013	24013	Region13	
623	24013	24014	24014	Region14	
624	24014	24015	24015	Region15	
625	24015	24016	24016	Region16	
626	24016	24017	24017	Region17	
627	24017	24018	24018	Region18	
628	24018	24019	24019	Region19	
629	24019	24020	24020	Region20	
630	24020	24021	24021	Region21	
631	24021	24022	24022	Region22	
632	24022	24023	24023	Region23	
633	24023	24024	24024	Region24	
634	24024	24025	24025	Region25	
635	24025	24026	24026	Region26	
636	24026	24027	24027	Region27	
637	24027	24028	24028	Region28	
638	24028	24029	24029	Region29	
639	24029	24030	24030	Region30	
640	24030	24031	24031	Region31	
641	24031	24032	24032	Region32	
642	24032	24033	24033	Region33	
643	24033	24034	24034	Region34	
644	24034	24035	24035	Region35	
645	24035	24036	24036	Region36	
646	24036	24037	24037	Region37	
647	24037	24038	24038	Region38	
648	24038	24039	24039	Region39	
649	24039	24040	24040	Region40	
650	24040	24041	24041	Region41	
651	24041	24042	24042	Region42	
652	24042	24043	24043	Region43	
653	24043	24044	24044	Region44	
654	24044	24045	24045	Region45	
655	24045	24046	24046	Region46	
656	24046	24047	24047	Region47	
657	24047	24048	24048	Region48	
658	24048	24049	24049	Region49	
659	24049	24050	24050	Region0	
660	24050	24051	24051	Region1	
661	24051	24052	24052	Region2	
662	24052	24053	24053	Region3	
663	24053	24054	24054	Region4	
664	24054	24055	24055	Region5	
665	24055	24056	24056	Region6	
666	24056	24057	24057	Region7	
667	24057	24058	24058	Region8	
668	24058	24059	24059	Region9	
669	24059	24060	24060	Region10	
670	24060	24061	24061	Region11	
671	24061	24062	24062	Region12	
672	24062	24063	24063	Region13	
673	24063	24064	24064	Region14	
674	24064	24065	24065	Region15	
675	24065	24066	24066	Region16	
676	24066	24067	24067	Region17	
677	24067	24068	24068	Region18	
678	24068	24069	24069	Region19	
679	24069	24070	24070	Region20	
680	24070	24071	24071	Region21	
681	24071	24072	24072	Region22	
682	24072	24073	24073	Region23	
683	24073	24074	24074	Region24	
684	24074	24075	24075	Region25	
685	24075	24076	24076	Region26	
686	24076	24077	24077	Region27	
687	24077	24078	24078	Region28	
688	24078	24079	24079	Region29	
689	24079	24080	24080	Region30	
690	24080	24081	24081	Region31	
691	24081	24082	24082	Region32	
692	24082	24083	24083	Region33	
693	24083	24084	24084	Region34	
694	24084	24085	24085	Region35	
695	24085	24086	24086	Region36	
696	24086	24087	24087	Region37	
697	24087	24088	24088	Region38	
698	24088	24089	24089	Region39	
699	24089	24090	24090	Region40	
700	24090	24091	24091	Region41	
701	24091	24092	24092	Region42	
702	24092	24093	24093	Region43	
703	24093	24094	24094	Region44	
704	24094	24095	24095	Region45	
705	24095	24096	24096	Region46	
706	24096	24097	24097	Region47	
707	24097	24098	24098	Region48	
708	24098	24099	24099	Region49	
709	24099	24100	24100	Region0	
710	24100	24101	24101	Region1	
711	24101	24102	24102	Region2	
712	24102	24103	24103	Region3	
713	24103	24104	24104	Region4	
714	24104	24105	24105	Region5	
715	24105	24106	24106	Region6	
716	24106	24107	24107	Region7	
717	24107	24108	24108	Region8	
718	24108	24109	24109	Region9	
719	24109	24110	24110	Region10	
720	24110	24111	24111	Region11	
721	24111	24112	24112	Region12	
722	24112	24113	24113	Region13	
723	24113	24114	24114	Region14	
724	24114	24115	24115	Region15	
725	24115	24116	24116	Region16	
726	24116	24117	24117	Region17	
727	24117	24118	24118	Region18	
728	24118	24119	24119	Region19	
729	24119	24120	24120	Region20	
730	24120	24121	24121	Region21	
731	24121	24122	24122	Region22	
732	24122	24123	24123	Region23	
733	24123	24124	24124	Region24	
734	24124	24125	24125	Region25	
735	24125	24126	24126	Region26	
736	24126	24127	24127	Region27	
737	24127	24128	24128	Region28	
738	24128	24129	24129	Region29	
739	24129	24130	24130	Region30	
740	24130	24131	24131	Region31	
741	24131	24132	24132	Region32	
742	24132	24133	24133	Region33	
743	24133	24134	24134	Region34	
744	24134	24135	24135	Region35	
745	24135	24136	24136	Region36	
746	24136	24137	24137	Region37	
747	24137	24138	24138	Region38	
748	24138	24139	24139	Region39	
749	24139	24140	24140	Region40	
750	24140	24141	24141	Region41	
751	24141	24142	24142	Region42	
752	24142	24143	24143	Region43	
753	24143	24144	24144	Region44	
754	24144	24145	24145	Region45	
755	24145	24146	24146	Region46	
756	24146	24147	24147	Region47	
757	24147	24148	24148	Region48	
758	24148	24149	24149	Region49	
759	24149	24150	24150	Region0	
760	24150	24151	24151	Region1	
761	24151	24152	24152	Region2	
762	24152	24153	24153	Region3	
763	24153	24154	24154	Region4	
764	24154	24155	24155	Region5	
765	24155	24156	24156	Region6	
766	24156	24157	24157	Region7	
767	24157	24158	24158	Region8	
768	24158	24159	24159	Region9	
769	24159	24160	24160	Region10	
770	24160	24161	24161	Region11	
771	24161	24162	24162	Region12	
772	24162	24163	24163	Region13	
773	24163	24164	24164	Region14	
774	24164	24165	24165	Region15	
775	24165	24166	24166	Region16	
776	24166	24167	24167	Region17	
777	24167	24168	24168	Region18	
778	24168	24169	24169	Region19	
779	24169	24170	24170	Region20	
780	24170	24171	24171	Region21	
781	24171	24172	24172	Region22	
782	24172	24173	24173	Region23	
783	24173	24174	24174	Region24	
784	24174	24175	24175	Region25	
785	24175	24176	24176	Region26	
786	24176	24177	24177	Region27	
787	24177	24178	24178	Region28	
788	24178	24179	24179	Region29	
789	24179	24180	24180	Region30	
790	24180	24181	24181	Region31	
791	24181	24182	24182	Region32	
792	24182	24183	24183	Region33	
793	24183	24184	24184	Region34	
794	24184	24185	24185	Region35	
795	24185	24186	24186	Region36	
796	24186	24187	24187	Region37	
797	24187	24188	24188	Region38	
798	24188	24189	24189	Region39	
799	24189	24190	24190	Region40	
800	24190	24191	24191	Region41	
801	24191	24192	24192	Region42	
802	24192	24193	24193	Region43	
803	24193	24194	24194	Region44	
804	24194	24195	24195	Region45	
805	24195	24196	24196	Region46	
806	24196	24197	24197	Region47	
807	24197	24198	24198	Region48	
808	24198	24199	24199	Region49	
809	24199	24200	24200	Region0	
810	24200	24201	24201	Region1	
811	24201	24202	24202	Region2	
812	24202	24203	24203	Region3	
813	24203	24204	24204	Region4	
814	24204	24205	24205	Region5	
815	24205	24206	24206	Region6	
816	24206	24207	24207	Region7	
817	24207	24208	24208	Region8	
818	24208	24209	24209	Region9	
819	24209	24210	24210	Region10	
820	24210	24211	24211	Region11	
821	24211	24212	24212	Region12	
822	24212	24213	24213	Region13	
823	24213	24214	24214	Region14	
824	24214	24215	24215	Region15	
825	24215	24216	24216	Region16	
826	24216	24217	24217	Region17	
827	24217	24218	24218	Region18	
828	24218	24219	24219	Region19	
829	24219	24220	24220	Region20	
830	24220	24221	24221	Region21	
831	24221	24222	24222	Region22	
832	24222	24223	24223	Region23	
833	24223	24224	24224	Region24	
834	24224	24225	24225	Region25	
835	24225	24226	24226	Region26	
836	24226	24227	24227	Region27	
837	24227	24228	24228	Region28	
838	24228	24229	24229	Region29	
839	24229	24230	24230	Region30	
840	24230	24231	24231	Region31	
841	24231	24232	24232	Region32	
842	24232	24233	24233	Region33	
843	24233	24234	24234	Region34	
844	24234	24235	24235	Region35	
845	24235	24236	24236	Region36	
846	24236	24237	24237	Region37	
847	24237	24238	24238	Region38	
848	24238	24239	24239	Region39	
849	24239	24240	24240	Region40	
850	24240	24241	24241	Region41	
851	24241	24242	24242	Region42	
852	24242	24243	24243	Region43	
853	24243	24244	24244	Region44	
854	24244	24245	24245	Region45	
855	24245	24246	24246	Region46	
856	24246	24247	24247	Region47	
857	24247	24248	24248	Region48	
858	24248	24249	24249	Region49	
859	24249	24250	24250	Region0	
860	24250	24251	24251	Region1	
861	24251	24252	24252	Region2	
862	24252	24253	24253	Region3	
863	24253	24254	24254	Region4	
864	24254	24255	24255	Region5	
865	24255	24256	24256	Region6	
866	24256	24257	24257	Region7	
867	24257	24258	24258	Region8	
868	24258	24259	24259	Region9	
869	24259	24260	24260	Region10	
870	24260	24261	24261	Region11	
871	24261	24262	24262	Region12	
872	24262	24263	24263	Region13	
873	24263	24264	24264	Region14	
874	24264	24265	24265	Region15	
875	24265	24266	24266	Region16	
876	24266	24267	24267	Region17	
877	24267	24268	24268	Region18	
878	24268	24269	24269	Region19	
879	24269	24270	24270	Region20	
880	24270	24271	24271	Region21	
881	24271	24272	24272	Region22	
882	24272	24273	24273	Region23	
883	24273	24274	24274	Region24	
884	24274	24275	24275	Region25	
885	24275	24276	24276	Region26	
886	24276	24277	24277	Region27	
887	24277	24278	24278	Region28	
888	24278	24279	24279	Region29	
889	24279	24280	24280	Region30	
890	24280	24281	24281	Region31	
891	24281	24282	24282	Region32	
892	24282	24283	24283	Region33	
893	24283	24284	24284	Region34	
894	24284	24285	24285	Region35	
895	24285	24286	24286	Region36	
896	24286	24287	24287	Region37	
897	24287	24288	24288	Region38	
898	24288	24289	24289	Region39	
899	24289	24290	24290	Region40	
900	24290	24291	24291	Region41	
901	24291	24292	24292	Region42	
902	24292	24293	24293	Region43	
903	24293	24294	24294	Region44	
904	24294	24295	24295	Region45	
905	24295	24296	24296	Region46	
906	24296	24297	24297	Region47	
907	24297	24298	24298	Region48	
908	24298	24299	24299	Region49	
909	24299	24300	24300	Region0	
10	24300	24301	24301	Region1	
11	24301	24302	24302	Region2	
12	24302	24303	24303	Region3	
13	24303	24304	24304	Region4	
14	24304	24305	24305	Region5	
15	24305	24306	24306	Region6	
16	24306	24307	24307	Region7	
17	24307	24308	24308	Region8	
18	24308	24309	24309	Region9	
19	24309	24310	24310	Region10	
20	24310	24311	24311	Region11	
21	24311	24312	24312	Region12	
22	24312	24313	24313	Region13	
23	24313	24314	24314	Region14	
24	24314	24315	24315	Region15	
25	24315	24316	24316	Region16	
26	24316	24317	24317	Region17	
27	24317	24318	24318	Region18	
28	24318	24319	24319	Region19	
29	24319	24320	24320	Region20	
30	24320	24321	24321	Region21	
31	24321	24322	24322	Region22	
32	24322	24323	24323	Region23	
33	24323	24324	24324	Region24	
34	24324	24325	24325	Region25	
35	24325	24326	24326	Region26	
36	24326	24327	24327	Region27	
37	24327	24328	24328	Region28	
38	24328	24329	24329	Region29	
39	24329	24330	24330	Region30	
40	24330	24331	24331	Region31	
41	24331	24332	24332	Region32	
42	24332	24333	24333	Region33	
43	24333	24334	24334	Region34	
44	24334	24335	24335	Region35	
45	24335	24336	24336	Region36	
46	24336	24337	24337	Region37	
47	24337	24338	24338	Region38	
48	24338	24339	24339	Region39	
49	24339	24340	24340	Region40	
50	24340	24341	24341	Region41	
51	24341	24342	24342	Region42	
52	24342	24343	24343	Region43	
53	24343	24344	24344	Region44	
54	24344	24345	24345	Region45	
55	24345	24346	24346	Region46	
56	24346	24347	24347	Region47	
57	24347	24348	24348	Region48	
58	24348	24349	24349	Region49	
59	24349	24350	24350	Region0	
60	24350	24351	24351	Region1	
61	24351	24352	24352	Region2	
62	24352	24353	24353	Region3	
63	24353	24354	24354	Region4	
64	24354	24355	24355	Region5	
65	24355	24356	24356	Region6	
66	24356	24357	24357	Region7	
67	24357	24358	24358	Region8	
68	24358	24359	24359	Region9	
69	24359	24360	24360	Region10	
70	24360	24361	24361	Region11	
71	24361	24362	24362	Region12	
72	24362	24363	24363	Region13	
73	24363	24364	24364	Region14	
74	24364	24365	24365	Region15	
75	24365	24366	24366	Region16	
76	24366	24367	24367	Region17	
77	24367	24368	24368	Region18	
78	24368	24369	24369	Region19	
79	24369	24370	24370	Region20	
80	24370	24371	24371	Region21	
81	24371	24372	24372	Region22	
82	24372	24373	24373	Region23	
83	24373	24374	24374	Region24	
84	24374	24375	24375	Region25	
85	24375	24376	24376	Region26	
